seed,variant,split,n,auc,ece_raw,ece_platt,platt_a,platt_b
42,backbone+blink,dfdc_test,77,0.5859504132231405,0.0767726031216708,0.12432380852761206,4.3613667488098145,-1.661204218864441
42,full_fusion,ff_test,600,0.72832,0.054349165409803384,0.04653208444515864,4.601905345916748,-1.8515130281448364
42,full_fusion,celebdf_test,1306,0.6418734643427262,0.018709836108396098,0.03123272273113315,4.601905345916748,-1.8515130281448364
42,full_fusion,dfdc_test,77,0.6247933884297521,0.10789146825864718,0.12000745225262331,4.601905345916748,-1.8515130281448364
1337,backbone_only,ff_test,600,0.73092,0.062384570812185604,0.05203011833131313,4.650294780731201,-1.8548133373260498
1337,backbone_only,celebdf_test,1306,0.6063663158737546,0.030188809766521132,0.03544233394800978,4.650294780731201,-1.8548133373260498
1337,backbone_only,dfdc_test,77,0.5851239669421487,0.0878863458509569,0.12795681922466723,4.650294780731201,-1.8548133373260498
1337,backbone+rppg,ff_test,600,0.73002,0.060417621980110796,0.05571361251175404,4.55394172668457,-1.838192343711853
1337,backbone+rppg,celebdf_test,1306,0.6419860583587296,0.018536102260601282,0.030442093634495876,4.55394172668457,-1.838192343711853
1337,backbone+rppg,dfdc_test,77,0.6107438016528925,0.12209458862032209,0.11367522818701609,4.55394172668457,-1.838192343711853
1337,backbone+blink,ff_test,600,0.72842,0.05940449357032776,0.04416499565045039,4.561068534851074,-1.7967853546142578
1337,backbone+blink,celebdf_test,1306,0.6105247881981455,0.02785623511713095,0.033496257859021196,4.561068534851074,-1.7967853546142578
1337,backbone+blink,dfdc_test,77,0.5702479338842975,0.12913576890895892,0.12435563663383584,4.561068534851074,-1.7967853546142578
1337,full_fusion,ff_test,600,0.72848,0.0538962373137474,0.04840929761528969,4.524663925170898,-1.8176789283752441
1337,full_fusion,celebdf_test,1306,0.6445582061020952,0.020597060962621504,0.029990335746709642,4.524663925170898,-1.8176789283752441
1337,full_fusion,dfdc_test,77,0.6082644628099173,0.11102443623852419,0.10900429549155297,4.524663925170898,-1.8176789283752441
2024,backbone_only,ff_test,600,0.7333,0.062311554253101344,0.04565098345279694,4.463484287261963,-1.7366334199905396
2024,backbone_only,celebdf_test,1306,0.6150085321243238,0.022802877343997104,0.02968291589165902,4.463484287261963,-1.7366334199905396
2024,backbone_only,dfdc_test,77,0.5942148760330579,0.04090590523434924,0.11781320401600427,4.463484287261963,-1.7366334199905396
2024,backbone+rppg,ff_test,600,0.72602,0.04337059622009595,0.04387652029593786,5.09460973739624,-2.273761034011841
2024,backbone+rppg,celebdf_test,1306,0.6379902218352325,0.01931384392938424,0.03612675322690383,5.09460973739624,-2.273761034011841
2024,backbone+rppg,dfdc_test,77,0.6082644628099173,0.06636725695102245,0.12489223247998721,5.09460973739624,-2.273761034011841
2024,backbone+blink,ff_test,600,0.73188,0.057795577247937525,0.043344296912352254,4.376103401184082,-1.6769574880599976
2024,backbone+blink,celebdf_test,1306,0.621298784485045,0.020928166087882262,0.027867345450300535,4.376103401184082,-1.6769574880599976
2024,backbone+blink,dfdc_test,77,0.587603305785124,0.1053097364190337,0.11039048201077943,4.376103401184082,-1.6769574880599976
2024,full_fusion,ff_test,600,0.72558,0.03831612214446068,0.04477296714981397,5.1126179695129395,-2.288248300552368
2024,full_fusion,celebdf_test,1306,0.640677465683846,0.019965471799669367,0.03620260791884447,5.1126179695129395,-2.288248300552368
2024,full_fusion,dfdc_test,77,0.6024793388429752,0.08466892041169204,0.11410622550295545,5.1126179695129395,-2.288248300552368
