seed,variant,split,n,auc,ece_raw,ece_platt,platt_a,platt_b
0,backbone_only,ff_test,600,0.73304,0.058909923670192564,0.04752477551500003,4.449290752410889,-1.737026572227478
0,backbone_only,celebdf_test,1306,0.610990176797626,0.021064201184472848,0.03139871112420402,4.449290752410889,-1.737026572227478
0,backbone_only,dfdc_test,77,0.5925619834710744,0.07146898647407432,0.11465474924483857,4.449290752410889,-1.737026572227478
0,backbone+rppg,ff_test,600,0.72694,0.04499848544597625,0.04778720865646998,4.912386894226074,-2.1002206802368164
0,backbone+rppg,celebdf_test,1306,0.633689130423904,0.02430152454931192,0.03895411018573124,4.912386894226074,-2.1002206802368164
0,backbone+rppg,dfdc_test,77,0.5859504132231405,0.07425766718852056,0.12035970254377885,4.912386894226074,-2.1002206802368164
0,backbone+blink,ff_test,600,0.72894,0.06324857617417973,0.04101602151989937,4.375633716583252,-1.6824477910995483
0,backbone+blink,celebdf_test,1306,0.6168250489158448,0.024827569494933848,0.03000941384258533,4.375633716583252,-1.6824477910995483
0,backbone+blink,dfdc_test,77,0.5793388429752067,0.120000992502485,0.13458587751760112,4.375633716583252,-1.6824477910995483
0,full_fusion,ff_test,600,0.7281,0.042293570637702935,0.04967633172869682,4.9231109619140625,-2.107210159301758
0,full_fusion,celebdf_test,1306,0.6329234911150811,0.02201343002582217,0.039001347962053776,4.9231109619140625,-2.107210159301758
0,full_fusion,dfdc_test,77,0.6057851239669422,0.07516005209514073,0.12096124113380134,4.9231109619140625,-2.107210159301758
1,backbone_only,ff_test,600,0.73408,0.06983195543289185,0.04475544740756353,4.251007080078125,-1.6072849035263062
1,backbone_only,celebdf_test,1306,0.6247216425715473,0.022828152177892455,0.026620509978640503,4.251007080078125,-1.6072849035263062
1,backbone_only,dfdc_test,77,0.6066115702479339,0.07862901997256588,0.1331640420021949,4.251007080078125,-1.6072849035263062
1,backbone+rppg,ff_test,600,0.72838,0.0678548010190328,0.050937713036934534,4.294281959533691,-1.5950934886932373
1,backbone+rppg,celebdf_test,1306,0.6469602117768336,0.023528522316931214,0.027678885010811307,4.294281959533691,-1.5950934886932373
1,backbone+rppg,dfdc_test,77,0.6223140495867768,0.10191714144372321,0.1312566028012858,4.294281959533691,-1.5950934886932373
1,backbone+blink,ff_test,600,0.72814,0.05822049846251806,0.05006359448035558,4.525177478790283,-1.7338281869888306
1,backbone+blink,celebdf_test,1306,0.6081377950588741,0.028657116805977698,0.03406736546782221,4.525177478790283,-1.7338281869888306
1,backbone+blink,dfdc_test,77,0.5652892561983471,0.11219090107199434,0.12486565267884885,4.525177478790283,-1.7338281869888306
1,full_fusion,ff_test,600,0.72987,0.06181020585199197,0.04911106397708258,4.299338340759277,-1.5972983837127686
1,full_fusion,celebdf_test,1306,0.6457592089394645,0.024693940080143226,0.02763466333904821,4.299338340759277,-1.5972983837127686
1,full_fusion,dfdc_test,77,0.6330578512396694,0.11761379358056305,0.11962051051003592,4.299338340759277,-1.5972983837127686
42,backbone_only,ff_test,600,0.7337,0.05751676281293233,0.04520829980572065,4.404156684875488,-1.6881951093673706
42,backbone_only,celebdf_test,1306,0.6157041129343002,0.023184474859997105,0.03024879312442236,4.404156684875488,-1.6881951093673706
42,backbone_only,dfdc_test,77,0.5892561983471074,0.04383937259773156,0.13043786875613322,4.404156684875488,-1.6881951093673706
42,backbone+rppg,ff_test,600,0.72862,0.0528635794421037,0.049813023159901305,4.605391979217529,-1.8554046154022217
42,backbone+rppg,celebdf_test,1306,0.6417608703267228,0.018035538391899003,0.031435129653439954,4.605391979217529,-1.8554046154022217
42,backbone+rppg,dfdc_test,77,0.6239669421487604,0.08633157649597563,0.12502230374844042,4.605391979217529,-1.8554046154022217
42,backbone+blink,ff_test,600,0.73318,0.06027694071332614,0.043457624812920884,4.3613667488098145,-1.661204218864441
42,backbone+blink,celebdf_test,1306,0.6192470713045393,0.022600819697606436,0.028991261585565656,4.3613667488098145,-1.661204218864441
