mean_snr_db_ks_stat,mean_snr_db_ks_p,mean_snr_db_mw_p,mean_snr_db_real_mean,mean_snr_db_fake_mean,mean_snr_db_delta_mean,mean_bpm_ks_stat,mean_bpm_ks_p,mean_bpm_mw_p,mean_bpm_real_mean,mean_bpm_fake_mean,mean_bpm_delta_mean,snr_chrom_ks_stat,snr_chrom_ks_p,snr_chrom_mw_p,snr_chrom_real_mean,snr_chrom_fake_mean,snr_chrom_delta_mean,snr_pos_ks_stat,snr_pos_ks_p,snr_pos_mw_p,snr_pos_real_mean,snr_pos_fake_mean,snr_pos_delta_mean,bpm_agreement_ks_stat,bpm_agreement_ks_p,bpm_agreement_mw_p,bpm_agreement_real_mean,bpm_agreement_fake_mean,bpm_agreement_delta_mean,blinks_per_min_ks_stat,blinks_per_min_ks_p,blinks_per_min_mw_p,blinks_per_min_real_mean,blinks_per_min_fake_mean,blinks_per_min_delta_mean,ibi_cv_ks_stat,ibi_cv_ks_p,ibi_cv_mw_p,ibi_cv_real_mean,ibi_cv_fake_mean,ibi_cv_delta_mean,ear_entropy_ks_stat,ear_entropy_ks_p,ear_entropy_mw_p,ear_entropy_real_mean,ear_entropy_fake_mean,ear_entropy_delta_mean,ear_mean_ks_stat,ear_mean_ks_p,ear_mean_mw_p,ear_mean_real_mean,ear_mean_fake_mean,ear_mean_delta_mean,mean_blink_dur_ks_stat,mean_blink_dur_ks_p,mean_blink_dur_mw_p,mean_blink_dur_real_mean,mean_blink_dur_fake_mean,mean_blink_dur_delta_mean
0.12,0.469506448503778,0.7553961566908277,16.320329285262414,16.390791916402513,-0.07046263114009932,0.09,0.8154147124661313,0.9902522386995897,69.72212674489825,68.54254896572262,1.1795777791756308,0.17,0.11119526053829192,0.5388768442625269,23.83704019313364,23.94953993383176,-0.11249974069811941,0.11,0.5830090612540064,0.9795320515638306,8.803618377391196,8.83204389897327,-0.028425521582073898,0.08,0.9084105017744525,0.7399969285202537,18.356720267859302,21.36496312140509,-3.008242853545788,0.03,0.9999999999962054,0.6230519164951294,1.2804087904563997,1.4385776101402958,-0.15816881968389618,0.01,1.0,0.6612566281482748,0.018266817142592182,0.023778465257702327,-0.005511648115110145,0.08,0.9084105017744525,0.5525507214242951,0.3329467654824281,0.3477776247394834,-0.014830859257055351,0.05,0.9996892272702655,0.9056638143536707,0.2481622263414565,0.24693625818627685,0.0012259681551796409,0.04,0.999998821968263,0.6045800145850639,26.5035,30.083757575757577,-3.580257575757578
