seed,regime,variant,cdf_split,n,auc,ap,eer,tpr5
0,ff_only,backbone_only,by_clip,1306,0.6173905210851061,0.8979062010942579,0.4231132996051703,0.07351638618246235
0,ff_only,backbone+rppg,by_clip,1306,0.6180335580209475,0.8978982037167806,0.41303488412824707,0.08060230292294066
0,ff_only,backbone+blink,by_clip,1306,0.6071069342901323,0.8951092105702316,0.4125920143319672,0.06465899025686449
0,ff_only,full_fusion,by_clip,1306,0.6085581460519534,0.8958278770431369,0.4125920143319672,0.07705934455270151
0,ff_only,backbone_only,by_subject,1758,0.6129875822644953,0.9050659172854376,0.4266464908488255,0.08300907911802853
0,ff_only,backbone+rppg,by_subject,1758,0.6088023010039871,0.9044846900811367,0.44007601959936593,0.08300907911802853
0,ff_only,backbone+blink,by_subject,1758,0.6033590334822501,0.9037333986655626,0.43975176538406113,0.07003891050583658
0,ff_only,full_fusion,by_subject,1758,0.600470769082961,0.9030504871488271,0.43975176538406113,0.07133592736705577
0,mixed,backbone_only,by_clip,1306,0.8423984026662263,0.966382163819456,0.22044407079911726,0.3029229406554473
0,mixed,backbone+rppg,by_clip,1306,0.8393908913943142,0.9657037420216823,0.22592614833385877,0.27192205491585475
0,mixed,backbone+blink,by_clip,1306,0.8400814680258015,0.9656658722970679,0.22044407079911726,0.31089459698848537
0,mixed,full_fusion,by_clip,1306,0.8373742074632318,0.9650832246261558,0.22592614833385877,0.2754650132860939
0,mixed,backbone_only,by_subject,1758,0.8193453667675458,0.963888956285514,0.27308509871739445,0.25810635538262
0,mixed,backbone+rppg,by_subject,1758,0.8110108324926742,0.9614697644588027,0.2593313157515492,0.24319066147859922
0,mixed,backbone+blink,by_subject,1758,0.8164420905990296,0.9632780397725257,0.27308509871739445,0.2457846952010376
0,mixed,full_fusion,by_subject,1758,0.8086479800163328,0.9609531280684808,0.2639159100734976,0.26783398184176394
1,ff_only,backbone_only,by_clip,1306,0.6177658344717839,0.8956452166864481,0.405781327408386,0.046944198405668734
1,ff_only,backbone+rppg,by_clip,1306,0.6228450756381578,0.8989798890111774,0.42903824693619175,0.06643046944198405
1,ff_only,backbone+blink,by_clip,1306,0.6045848283316569,0.8913943240168138,0.4235561694014502,0.06997342781222321
1,ff_only,full_fusion,by_clip,1306,0.6066640644938524,0.8953501052989088,0.4185169616629886,0.0566873339238264
1,ff_only,backbone_only,by_subject,1758,0.625825647307489,0.900406768462662,0.4073353509151174,0.048638132295719845
1,ff_only,backbone+rppg,by_subject,1758,0.626733859345727,0.9029016691977574,0.407983859345727,0.04409857328145266
1,ff_only,backbone+blink,by_subject,1758,0.6183963227170102,0.9004750752848669,0.4070110966998126,0.05642023346303502
1,ff_only,full_fusion,by_subject,1758,0.6157827736945766,0.899906415436146,0.42141338809626744,0.054474708171206226
1,mixed,backbone_only,by_clip,1306,0.7705283912066575,0.9472385001885142,0.29392542773215635,0.21612046058458814
1,mixed,backbone+rppg,by_clip,1306,0.7763082173614968,0.9492323972904934,0.29392542773215635,0.1913197519929141
1,mixed,backbone+blink,by_clip,1306,0.7680713395685397,0.9462490136585924,0.29392542773215635,0.21966341895482727
1,mixed,full_fusion,by_clip,1306,0.7748369888857196,0.9489890356869066,0.29940750526689786,0.20017714791851196
1,mixed,backbone_only,by_subject,1758,0.7809632752077629,0.9545327561470602,0.2973050871883557,0.23929961089494164
1,mixed,backbone+rppg,by_subject,1758,0.7786154345006485,0.9518253427262159,0.3051772589710333,0.23540856031128404
1,mixed,backbone+blink,by_subject,1758,0.7787685545467646,0.9539363583327356,0.3009169188643897,0.23476005188067445
1,mixed,full_fusion,by_subject,1758,0.7777537589470145,0.9518134654345749,0.30976185329298167,0.22503242542153049
42,ff_only,backbone_only,by_clip,1306,0.6479810641885975,0.908214219567008,0.39985638007736457,0.09300265721877768
42,ff_only,backbone+rppg,by_clip,1306,0.6401245039608072,0.9084387859484759,0.4066670670009458,0.0841452612931798
42,ff_only,backbone+blink,by_clip,1306,0.6127566518042565,0.89631124266918,0.41303488412824707,0.07705934455270151
42,ff_only,full_fusion,by_clip,1306,0.6290702736785215,0.9048249078640301,0.4125920143319672,0.06997342781222321
42,ff_only,backbone_only,by_subject,1758,0.635220012489792,0.9097992751104137,0.41682879377431903,0.08430609597924774
42,ff_only,backbone+rppg,by_subject,1758,0.6296731637603882,0.9091931405405544,0.39816616227122065,0.06939040207522698
42,ff_only,backbone+blink,by_subject,1758,0.6164643080174858,0.9068439470398324,0.4305825767401643,0.06420233463035019
42,ff_only,full_fusion,by_subject,1758,0.6207036316472114,0.9084629546764185,0.4122441994523707,0.0654993514915694
42,mixed,backbone_only,by_clip,1306,0.8101114430549509,0.9565024768409582,0.2761505857390921,0.2896368467670505
42,mixed,backbone+rppg,by_clip,1306,0.8550990076714057,0.9693870611219979,0.21451912346809587,0.3861824623560673
42,mixed,backbone+blink,by_clip,1306,0.8079896713755986,0.9558537545819152,0.27199711759319034,0.2816651904340124
42,mixed,full_fusion,by_clip,1306,0.8526219393193316,0.9684965155167697,0.21955833120655743,0.3649247121346324
42,mixed,backbone_only,by_subject,1758,0.8191802373060479,0.9646265768612314,0.27308509871739445,0.377431906614786
42,mixed,backbone+rppg,by_subject,1758,0.8063601863861267,0.9611800539318776,0.27864245568525725,0.3158236057068742
42,mixed,backbone+blink,by_subject,1758,0.8168173848297064,0.9641678042065867,0.27766969303934286,0.4072632944228275
42,mixed,full_fusion,by_subject,1758,0.804162463371283,0.9607381031346839,0.2822542873612912,0.3086900129701686
1337,ff_only,backbone_only,by_clip,1306,0.583717404032367,0.8839483146038879,0.4362918036560528,0.05137289636846767
1337,ff_only,backbone+rppg,by_clip,1306,0.5837574374602793,0.8847983706314462,0.44637021913297603,0.04428697962798937
1337,ff_only,backbone+blink,by_clip,1306,0.5678491540436265,0.8793601243369207,0.45185229666771753,0.06465899025686449
1337,ff_only,full_fusion,by_clip,1306,0.5703662558236127,0.8805626795850896,0.44637021913297603,0.050487156775907885
1337,ff_only,backbone_only,by_subject,1758,0.5951746168996493,0.8988647404220749,0.4259979824182159,0.04734111543450065
1337,ff_only,backbone+rppg,by_subject,1758,0.5938505788538214,0.8996125183478036,0.4259979824182159,0.04409857328145266
1337,ff_only,backbone+blink,by_subject,1758,0.5839788394100975,0.9001872816928369,0.43975176538406113,0.08754863813229571
1337,ff_only,full_fusion,by_subject,1758,0.5854559975020416,0.9006564029851805,0.4440121054907047,0.07198443579766536
1337,mixed,backbone_only,by_clip,1306,0.8167119544819925,0.9603323079080737,0.2597043531348676,0.3259521700620018
1337,mixed,backbone+rppg,by_clip,1306,0.8094108580664855,0.9582139533172359,0.2555508849889658,0.26483613817537643
1337,mixed,backbone+blink,by_clip,1306,0.814570166088684,0.9596935741057444,0.2597043531348676,0.3170947741364039
1337,mixed,full_fusion,by_clip,1306,0.8090205321443406,0.958142674426958,0.2597043531348676,0.26926483613817537
1337,mixed,backbone_only,by_subject,1758,0.7721108348945573,0.953326358469061,0.31008610750828647,0.2535667963683528
1337,mixed,backbone+rppg,by_subject,1758,0.764201133688812,0.9495865287160118,0.31369793918432054,0.17315175097276264
1337,mixed,backbone+blink,by_subject,1758,0.8191201902291396,0.9639418018614221,0.2635916558581928,0.35732814526588846
1337,mixed,full_fusion,by_subject,1758,0.8121667387231589,0.9615036457678894,0.2501621271076524,0.25421530479896237
2024,ff_only,backbone_only,by_clip,1306,0.6065764913702942,0.8916991643279187,0.4235561694014502,0.05225863596102746
2024,ff_only,backbone+rppg,by_clip,1306,0.6063212782673533,0.8946581136154417,0.4294811167324716,0.06997342781222321
2024,ff_only,backbone+blink,by_clip,1306,0.5979192625842579,0.8893530149034293,0.42444190899400996,0.05934455270150576
2024,ff_only,full_fusion,by_clip,1306,0.5991602988495394,0.892518665258735,0.4235561694014502,0.054030115146147036
2024,ff_only,backbone_only,by_subject,1758,0.620310323293462,0.9053618487895934,0.4119199452370659,0.061608300907911806
2024,ff_only,backbone+rppg,by_subject,1758,0.6277081231685642,0.9069608725380227,0.39849041648652545,0.057068741893644616
2024,ff_only,backbone+blink,by_subject,1758,0.6111561464187923,0.9045571397798197,0.4073353509151174,0.07976653696498054
2024,ff_only,full_fusion,by_subject,1758,0.6178814190325215,0.9069938330739944,0.4073353509151174,0.05317769130998703
2024,mixed,backbone_only,by_clip,1306,0.8445602077734908,0.968289873957814,0.23733317319962172,0.3410097431355182
2024,mixed,backbone+rppg,by_clip,1306,0.8082598970140067,0.9573390827918469,0.2542222756001261,0.26217891939769705
2024,mixed,backbone+blink,by_clip,1306,0.843274133901808,0.9679390019239227,0.23866178258846138,0.3392382639503986
2024,mixed,full_fusion,by_clip,1306,0.8069538064283677,0.957011809657098,0.2487401980653846,0.25597874224977857
2024,mixed,backbone_only,by_subject,1758,0.8137760003843013,0.9634198490028558,0.2639159100734976,0.31841763942931256
2024,mixed,backbone+rppg,by_subject,1758,0.8147337512609886,0.962862766330196,0.2639159100734976,0.2490272373540856
2024,mixed,backbone+blink,by_subject,1758,0.8122688187539031,0.9631465367843386,0.2639159100734976,0.3041504539559014
2024,mixed,full_fusion,by_subject,1758,0.8122478022769851,0.9624980357793863,0.26850050439544604,0.261348897535668
