mean_snr_db_ks_stat,mean_snr_db_ks_p,mean_snr_db_mw_p,mean_snr_db_real_mean,mean_snr_db_fake_mean,mean_snr_db_delta_mean,mean_bpm_ks_stat,mean_bpm_ks_p,mean_bpm_mw_p,mean_bpm_real_mean,mean_bpm_fake_mean,mean_bpm_delta_mean,snr_chrom_ks_stat,snr_chrom_ks_p,snr_chrom_mw_p,snr_chrom_real_mean,snr_chrom_fake_mean,snr_chrom_delta_mean,snr_pos_ks_stat,snr_pos_ks_p,snr_pos_mw_p,snr_pos_real_mean,snr_pos_fake_mean,snr_pos_delta_mean,bpm_agreement_ks_stat,bpm_agreement_ks_p,bpm_agreement_mw_p,bpm_agreement_real_mean,bpm_agreement_fake_mean,bpm_agreement_delta_mean,blinks_per_min_ks_stat,blinks_per_min_ks_p,blinks_per_min_mw_p,blinks_per_min_real_mean,blinks_per_min_fake_mean,blinks_per_min_delta_mean,ibi_cv_ks_stat,ibi_cv_ks_p,ibi_cv_mw_p,ibi_cv_real_mean,ibi_cv_fake_mean,ibi_cv_delta_mean,ear_entropy_ks_stat,ear_entropy_ks_p,ear_entropy_mw_p,ear_entropy_real_mean,ear_entropy_fake_mean,ear_entropy_delta_mean,ear_mean_ks_stat,ear_mean_ks_p,ear_mean_mw_p,ear_mean_real_mean,ear_mean_fake_mean,ear_mean_delta_mean,mean_blink_dur_ks_stat,mean_blink_dur_ks_p,mean_blink_dur_mw_p,mean_blink_dur_real_mean,mean_blink_dur_fake_mean,mean_blink_dur_delta_mean
0.10616367759224903,0.5836679809822348,0.6700062104250979,17.019317760482373,17.051242637477255,-0.03192487699488211,0.2600494743351886,0.0017345659139831433,0.0023031842653672228,73.48671162001453,64.68564438163475,8.801067238379787,0.11348175633889919,0.5092986099893627,0.6251084284925197,24.743032364097257,24.270674871923802,0.4723574921734546,0.16728509585652443,0.10980665532766581,0.09135132396171022,9.295603156867491,9.831810403030701,-0.5362072461632099,0.16759431045145332,0.10761797575524375,0.34760289139750866,18.289691501805883,16.09307540458247,2.196616097223412,0.28,0.0007377026282063397,0.0010541898256413434,27.279455206911415,17.151556477023497,10.127898729887917,0.28,0.0007377026282063397,0.0024787081742826266,0.3800519187548675,0.2519514304781508,0.12810048827671672,0.33,3.211428734211389e-05,1.0571659150985448e-06,1.837692323838943,1.5369029129189835,0.3007894109199596,0.12,0.469506448503778,0.6725094592945045,0.2730807783471115,0.26430694952231526,0.008773828824796215,0.15,0.21117008625127576,0.8552065279569143,5.037141377556626,10.307854651557593,-5.270713274000967
