seed,variant,method,n,auc,ap,eer,tpr1,tpr5,tpr10
0,backbone_only,ALL,2209,0.5354544088928948,0.7364124013139763,0.4734184567623053,0.01904761904761905,0.06095238095238095,0.11301587301587301
0,backbone_only,sadtalker_cdf,836,0.4902223022384541,0.7860289172412224,0.5033092427320971,0.0015174506828528073,0.05614567526555387,0.06980273141122914
0,backbone_only,sadtalker_ff,278,0.4996376811594203,0.5204218007179886,0.5071946169772257,0.028985507246376812,0.050724637681159424,0.14492753623188406
0,backbone_only,simswap_cdf,815,0.5449497901280485,0.8090004399345683,0.46361333970919005,0.009404388714733543,0.07523510971786834,0.10815047021943573
0,backbone_only,simswap_ff,280,0.5777040816326531,0.5594361753600281,0.44285714285714284,0.02142857142857143,0.03571428571428571,0.15714285714285714
0,backbone+rppg,ALL,2209,0.5318471784086926,0.7357594919491418,0.46677181913774973,0.02095238095238095,0.0692063492063492,0.12253968253968255
0,backbone+rppg,sadtalker_cdf,836,0.4936429961506477,0.7905122024649962,0.48724741304664665,0.0015174506828528073,0.06676783004552352,0.1047040971168437
0,backbone+rppg,sadtalker_ff,278,0.49073498964803314,0.5173431371566739,0.4712215320910973,0.021739130434782608,0.050724637681159424,0.12318840579710146
0,backbone+rppg,simswap_cdf,815,0.5225103164904451,0.8014409831487768,0.4687892956449356,0.009404388714733543,0.08307210031347963,0.12695924764890282
0,backbone+rppg,simswap_ff,280,0.5528571428571428,0.5404290506602398,0.44285714285714284,0.02142857142857143,0.03571428571428571,0.12857142857142856
0,backbone+blink,ALL,2209,0.5359571378498823,0.736478399049922,0.47310099644484505,0.02095238095238095,0.06285714285714286,0.12
0,backbone+blink,sadtalker_cdf,836,0.48998225354286157,0.7859600219141364,0.5025505173906707,0.0015174506828528073,0.05311077389984825,0.07283763277693475
0,backbone+blink,sadtalker_ff,278,0.5002070393374741,0.5213856923952204,0.5,0.028985507246376812,0.050724637681159424,0.14492753623188406
0,backbone+blink,simswap_cdf,815,0.5437985937693711,0.8083718347380526,0.46361333970919005,0.009404388714733543,0.0768025078369906,0.109717868338558
0,backbone+blink,simswap_ff,280,0.5777551020408164,0.5616404244719193,0.44285714285714284,0.02142857142857143,0.05,0.15714285714285714
